"full_name","province_or_state","district_id","gender","career","type","election_date","year","exit_year","party_id","legislature_id","Lstart_date","Lend_date","other_names","country_id","institution_id"
"jacques leonard","QC","labelle","m","business","election",1998-11-30,1998,"2001","PQ",36,1998-11-30,2003-02-12,"leonard","CAN","QCASSNAT"
"robert lesage","QC","hull","m","publicservice","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"lesage","CAN","QCASSNAT"
"sylvie lesperance","QC","joliette","m","medicalcare","byelection",1998-11-30,1998,"2003","ADQ",36,1998-11-30,2003-02-12,"lesperance","CAN","QCASSNAT"
"laurent lessard","QC","frontenac","m","notarialpractice","election",2003-04-14,2003,"2018","PLQ",37,2003-04-14,2007-02-21,"lessard","CAN","QCASSNAT"
"laurent lessard","QC","frontenac","m","notarialpractice","election",2007-03-26,2007,"2018","PLQ",38,2007-03-26,2008-11-05,"lessard","CAN","QCASSNAT"
"laurent lessard","QC","frontenac","m","notarialpractice","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"lessard","CAN","QCASSNAT"
"laurent lessard","QC","frontenac","m","notarialpractice","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"lessard","CAN","QCASSNAT"
"laurent lessard","QC","frontenac","m","notarialpractice","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"lessard","CAN","QCASSNAT"
"emilise lessardtherrien","QC","rouynnorandatemiscamingue","f","education","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"lessardtherrien ; mme lessard-therrien ; Émilise Lessard-Therrien réplique","CAN","QCASSNAT"
"michel letourneau","QC","ungava","m","business","election",1994-09-12,1994,"2007","PQ",35,1994-09-12,1998-11-25,"letourneau","CAN","QCASSNAT"
"michel letourneau","QC","ungava","m","business","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"letourneau","CAN","QCASSNAT"
"michel letourneau","QC","ungava","m","business","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"letourneau","CAN","QCASSNAT"
"christian levesque","QC","levis","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"levesque","CAN","QCASSNAT"
"mathieu levesque","QC","chapleau","m","law","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,NA,"CAN","QCASSNAT"
"mathieu levesque","QC","chapleau","m","law","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,NA,"CAN","QCASSNAT"
"sylvain levesque","QC","vanierlesrivieres","m","journalism","election",2012-09-04,2012,"2014","CAQ",40,2012-09-04,2014-03-05,"levesque","CAN","QCASSNAT"
"sylvain levesque","QC","chauveau","m","journalism","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,NA,"CAN","QCASSNAT"
"jeanfrancois lisee","QC","rosemont","m","journalism","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"lisee","CAN","QCASSNAT"
"jeanfrancois lisee","QC","rosemont","m","journalism","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"lisee","CAN","QCASSNAT"
"nicole loiselle","QC","sainthenrisainteanne","f","business","election",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"loiselle","CAN","QCASSNAT"
"nicole loiselle","QC","sainthenrisainteanne","f","business","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"loiselle","CAN","QCASSNAT"
"nicole loiselle","QC","sainthenrisainteanne","f","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"loiselle","CAN","QCASSNAT"
"jennifer maccarone","QC","westmountsaintlouis","f","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"maccarone","CAN","QCASSNAT"
"jennifer maccarone","QC","westmountsaintlouis","f","business","election",2022-10-03,2022,"NA","PLQ",43,NA,NA,"maccarone ; mme maccarone","CAN","QCASSNAT"
"cosmo maciocia","QC","viger","m","business","election",1994-09-12,1994,"2001","PLQ",35,1994-09-12,1998-11-25,"maciocia","CAN","QCASSNAT"
"cosmo maciocia","QC","viger","m","business","election",1998-11-30,1998,"2001","PLQ",36,1998-11-30,2003-02-12,"maciocia","CAN","QCASSNAT"
"norman macmillan","QC","papineau","m","business","election",1994-09-12,1994,"2012","PLQ",35,1994-09-12,1998-11-25,"macmillan","CAN","QCASSNAT"
"norman macmillan","QC","papineau","m","business","election",1998-11-30,1998,"2012","PLQ",36,1998-11-30,2003-02-12,"macmillan","CAN","QCASSNAT"
"norman macmillan","QC","papineau","m","business","election",2003-04-14,2003,"2012","PLQ",37,2003-04-14,2007-02-21,"macmillan","CAN","QCASSNAT"
"norman macmillan","QC","papineau","m","business","election",2007-03-26,2007,"2012","PLQ",38,2007-03-26,2008-11-05,"macmillan","CAN","QCASSNAT"
"norman macmillan","QC","papineau","m","business","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"macmillan","CAN","QCASSNAT"
"marie malavoy","QC","sherbrooke","f","education","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"malavoy","CAN","QCASSNAT"
"marie malavoy","QC","taillon","f","education","byelection",2003-04-14,2003,"2014","PQ",37,2003-04-14,2007-02-21,"malavoy","CAN","QCASSNAT"
"marie malavoy","QC","taillon","f","education","election",2007-03-26,2007,"2014","PQ",38,2007-03-26,2008-11-05,"malavoy","CAN","QCASSNAT"
"marie malavoy","QC","taillon","f","education","election",2008-12-08,2008,"2014","PQ",39,2008-12-08,2012-08-01,"malavoy","CAN","QCASSNAT"
"marie malavoy","QC","taillon","f","education","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"malavoy","CAN","QCASSNAT"
"agnes maltais","QC","taschereau","f","business","election",1998-11-30,1998,"2018","PQ",36,1998-11-30,2003-02-12,"maltais","CAN","QCASSNAT"
"agnes maltais","QC","taschereau","f","business","election",2003-04-14,2003,"2018","PQ",37,2003-04-14,2007-02-21,"maltais","CAN","QCASSNAT"
"agnes maltais","QC","taschereau","f","business","election",2007-03-26,2007,"2018","PQ",38,2007-03-26,2008-11-05,"maltais","CAN","QCASSNAT"
"agnes maltais","QC","taschereau","f","business","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"maltais","CAN","QCASSNAT"
"agnes maltais","QC","taschereau","f","business","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"maltais","CAN","QCASSNAT"
"agnes maltais","QC","taschereau","f","business","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"maltais","CAN","QCASSNAT"
"georges mamelonet","QC","gaspe","m","business","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"mamelonet","CAN","QCASSNAT"
"anna mancuso","QC","viger","f","business","byelection",1998-11-30,1998,"2003","PLQ",36,1998-11-30,2003-02-12,"mancuso","CAN","QCASSNAT"
"nicolas marceau","QC","rousseau","m","education","byelection",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"marceau","CAN","QCASSNAT"
"nicolas marceau","QC","rousseau","m","education","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"marceau","CAN","QCASSNAT"
"nicolas marceau","QC","rousseau","m","education","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"marceau","CAN","QCASSNAT"
"jacques marcotte","QC","portneuf","m","police","election",2012-09-04,2012,"2014","CAQ",40,2012-09-04,2014-03-05,"marcotte","CAN","QCASSNAT"
"yvon marcoux","QC","vaudreuil","m","law","election",1998-11-30,1998,"2014","PLQ",36,1998-11-30,2003-02-12,"marcoux","CAN","QCASSNAT"
"yvon marcoux","QC","vaudreuil","m","law","election",2003-04-14,2003,"2014","PLQ",37,2003-04-14,2007-02-21,"marcoux","CAN","QCASSNAT"
"yvon marcoux","QC","vaudreuil","m","law","election",2007-03-26,2007,"2014","PLQ",38,2007-03-26,2008-11-05,"marcoux","CAN","QCASSNAT"
"yvon marcoux","QC","vaudreuil","m","law","election",2008-12-08,2008,"2014","PLQ",39,2008-12-08,2012-08-01,"marcoux","CAN","QCASSNAT"
"yvon marcoux","QC","vaudreuil","m","law","election",2012-09-04,2012,"2014","PLQ",40,2012-09-04,2014-03-05,"marcoux","CAN","QCASSNAT"
"vincent marissal","QC","rosemont","m","journalism","election",2018-10-01,2018,"NA","QS",NA,NA,NA,"marissal","CAN","QCASSNAT"
"vincent marissal","QC","rosemont","m","journalism","election",2022-10-03,2022,"NA","QS",43,NA,NA,"marissal ; m.marissal ; m.marissal","CAN","QCASSNAT"
"pauline marois","QC","taillon","f","business","election",1994-09-12,1994,"2006","PQ",35,1994-09-12,1998-11-25,"marois","CAN","QCASSNAT"
"pauline marois","QC","taillon","f","business","election",1998-11-30,1998,"2006","PQ",36,1998-11-30,2003-02-12,"marois","CAN","QCASSNAT"
"pauline marois","QC","taillon","f","business","election",2003-04-14,2003,"2006","PQ",37,2003-04-14,2007-02-21,"marois","CAN","QCASSNAT"
"pauline marois","QC","charlevoix","f","business","byelection",2007-03-26,2007,"2014","PQ",38,2007-03-26,2008-11-05,"marois","CAN","QCASSNAT"
"pauline marois","QC","charlevoix","f","business","election",2008-12-08,2008,"2014","PQ",39,2008-12-08,2012-08-01,"marois","CAN","QCASSNAT"
"pauline marois","QC","charlevoixcotedebeaupre","f","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"marois","CAN","QCASSNAT"
"pierre marsan","QC","robertbaldwin","m","business","election",1994-09-12,1994,"2014","PLQ",35,1994-09-12,1998-11-25,"marsan","CAN","QCASSNAT"
"pierre marsan","QC","robertbaldwin","m","business","election",1998-11-30,1998,"2014","PLQ",36,1998-11-30,2003-02-12,"marsan","CAN","QCASSNAT"
"pierre marsan","QC","robertbaldwin","m","business","election",2003-04-14,2003,"2014","PLQ",37,2003-04-14,2007-02-21,"marsan","CAN","QCASSNAT"
"pierre marsan","QC","robertbaldwin","m","business","election",2007-03-26,2007,"2014","PLQ",38,2007-03-26,2008-11-05,"marsan","CAN","QCASSNAT"
"pierre marsan","QC","robertbaldwin","m","business","election",2008-12-08,2008,"2014","PLQ",39,2008-12-08,2012-08-01,"marsan","CAN","QCASSNAT"
"pierre marsan","QC","robertbaldwin","m","business","election",2012-09-04,2012,"2014","PLQ",40,2012-09-04,2014-03-05,"marsan","CAN","QCASSNAT"
"donald martel","QC","nicoletbecancour","m","business","election",2012-09-04,2012,"NA","CAQ",40,2012-09-04,2014-03-05,"martel","CAN","QCASSNAT"
"donald martel","QC","nicoletbecancour","m","business","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"martel","CAN","QCASSNAT"
"donald martel","QC","nicoletbecancour","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"martel","CAN","QCASSNAT"
"donald martel","QC","nicoletbecancour","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"martel ; m. martel ; m.martel","CAN","QCASSNAT"
"manon masse","QC","saintemariesaintjacques","f","communitywork","election",2014-04-07,2014,"NA","QS",41,2014-04-07,2018-08-23,"masse","CAN","QCASSNAT"
"manon masse","QC","saintemariesaintjacques","f","communitywork","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"masse","CAN","QCASSNAT"
"manon masse","QC","saintemariesaintjacques","f","communitywork","election",2022-10-03,2022,"NA","QS",43,NA,NA,"masse ; mme masse","CAN","QCASSNAT"
"michel matte","QC","portneuf","m","education","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"matte","CAN","QCASSNAT"
"michel matte","QC","portneuf","m","education","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"matte","CAN","QCASSNAT"
"danielle mccann","QC","sanguinet","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"mccann","CAN","QCASSNAT"
"scott mckay","QC","lassomption","m","business","election",2008-12-08,2008,"2014","PQ",39,2008-12-08,2012-08-01,"mckay","CAN","QCASSNAT"
"scott mckay","QC","repentigny","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"mckay","CAN","QCASSNAT"
"isabelle melancon","QC","verdun","f","business","byelection",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"melancon","CAN","QCASSNAT"
"isabelle melancon","QC","verdun","f","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"melancon","CAN","QCASSNAT"
"nicole menard","QC","laporte","f","business","election",2007-03-26,2007,"NA","PLQ",38,2007-03-26,2008-11-05,"menard","CAN","QCASSNAT"
"nicole menard","QC","laporte","f","business","election",2008-12-08,2008,"NA","PLQ",39,2008-12-08,2012-08-01,"menard","CAN","QCASSNAT"
"nicole menard","QC","laporte","f","business","election",2012-09-04,2012,"NA","PLQ",40,2012-09-04,2014-03-05,"menard","CAN","QCASSNAT"
"nicole menard","QC","laporte","f","business","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"menard ; mme menard","CAN","QCASSNAT"
"nicole menard","QC","laporte","f","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"menard","CAN","QCASSNAT"
"serge menard","QC","lavaldesrapides","m","law","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"menard","CAN","QCASSNAT"
"serge menard","QC","lavaldesrapides","m","law","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"menard","CAN","QCASSNAT"
"eric mercier","QC","charlesbourg","m","military","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"mercier","CAN","QCASSNAT"
"richard merlini","QC","chambly","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"merlini","CAN","QCASSNAT"
"richard merlini","QC","laprairie","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"merlini","CAN","QCASSNAT"
"lucille methe","QC","saintjean","f","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"methe","CAN","QCASSNAT"
"robert middlemiss","QC","pontiac","m","engineering","election",1994-09-12,1994,"2003","PLQ",35,1994-09-12,1998-11-25,"middlemiss","CAN","QCASSNAT"
"robert middlemiss","QC","pontiac","m","engineering","election",1998-11-30,1998,"2003","PLQ",36,1998-11-30,2003-02-12,"middlemiss","CAN","QCASSNAT"
"marie montpetit","QC","cremazie","f","business","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"montpetit","CAN","QCASSNAT"
"marie montpetit","QC","mauricerichard","f","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"montpetit ; mme montpetit","CAN","QCASSNAT"
"johanne morasse","QC","rouynnorandatemiscamingue","f","engineering","election",2007-03-26,2007,"2008","PQ",38,2007-03-26,2008-11-05,"morasse","CAN","QCASSNAT"
"pierre moreau","QC","margueritedyouville","m","law","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"moreau","CAN","QCASSNAT"
"pierre moreau","QC","chateauguay","m","law","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"moreau","CAN","QCASSNAT"
"pierre moreau","QC","chateauguay","m","law","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"moreau","CAN","QCASSNAT"
"pierre moreau","QC","chateauguay","m","law","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"moreau","CAN","QCASSNAT"
"gerardraymond morin","QC","dubuc","m","unionism","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,NA,"CAN","QCASSNAT"
"michel morin","QC","nicoletyamaska","m","education","election",1994-09-12,1994,"2007","PQ",35,1994-09-12,1998-11-25,NA,"CAN","QCASSNAT"
"michel morin","QC","nicoletyamaska","m","education","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"morin","CAN","QCASSNAT"
"michel morin","QC","nicoletyamaska","m","education","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,NA,"CAN","QCASSNAT"
"norbert morin","QC","montmagnylislet","m","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,NA,"CAN","QCASSNAT"
"norbert morin","QC","montmagnylislet","m","business","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"morin","CAN","QCASSNAT"
"norbert morin","QC","cotedusud","m","business","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"morin","CAN","QCASSNAT"
"norbert morin","QC","cotedusud","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"morin","CAN","QCASSNAT"
"claude morin2","QC","beaucesud","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"morin","CAN","QCASSNAT"
"catherine morissette","QC","charlesbourg","f","law","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"morissette","CAN","QCASSNAT"
"thomas mulcair","QC","chomedey","m","law","election",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"mulcair","CAN","QCASSNAT"
"thomas mulcair","QC","chomedey","m","law","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"mulcair","CAN","QCASSNAT"
"thomas mulcair","QC","chomedey","m","law","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"mulcair","CAN","QCASSNAT"
"gabriel nadeaudubois","QC","gouin","m","politics","byelection",2014-04-07,2014,"NA","QS",41,2014-04-07,2018-08-23,"nadeaudubois","CAN","QCASSNAT"
"gabriel nadeaudubois","QC","gouin","m","politics","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"nadeaudubois","CAN","QCASSNAT"
"gabriel nadeaudubois","QC","gouin","m","politics","election",2022-10-03,2022,"NA","QS",43,NA,NA,"nadeaudubois ; m. nadeaudubois","CAN","QCASSNAT"
"marieclaude nichols","QC","vaudreuil","f","law","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"nichols","CAN","QCASSNAT"
"marieclaude nichols","QC","vaudreuil","f","law","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"nichols","CAN","QCASSNAT"
"marieclaude nichols","QC","vaudreuil","f","law","election",2022-10-03,2022,"NA","IND",43,NA,NA,"nichols ; mme nicols","CAN","QCASSNAT"
"nathalie normandeau","QC","bonaventure","f","business","election",1998-11-30,1998,"2011","PLQ",36,1998-11-30,2003-02-12,"normandeau","CAN","QCASSNAT"
"nathalie normandeau","QC","bonaventure","f","business","election",2003-04-14,2003,"2011","PLQ",37,2003-04-14,2007-02-21,"normandeau","CAN","QCASSNAT"
"nathalie normandeau","QC","bonaventure","f","business","election",2007-03-26,2007,"2011","PLQ",38,2007-03-26,2008-11-05,"normandeau","CAN","QCASSNAT"
"nathalie normandeau","QC","bonaventure","f","business","election",2008-12-08,2008,"2011","PLQ",39,2008-12-08,2012-08-01,"normandeau","CAN","QCASSNAT"
"martin ouellet","QC","renelevesque","m","business","byelection",2014-04-07,2014,"NA","PQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"martin ouellet","QC","renelevesque","m","business","election",2018-10-01,2018,"NA","PQ",42,2018-10-01,2022-08-28,"ouellet ; m. ouellet","CAN","QCASSNAT"
"martine ouellet","QC","vachon","f","engineering","byelection",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"ouellet","CAN","QCASSNAT"
"martine ouellet","QC","vachon","f","engineering","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"ouellet","CAN","QCASSNAT"
"martine ouellet","QC","vachon","f","engineering","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"guy ouellette","QC","chomedey","m","police","election",2007-03-26,2007,"NA","PLQ",38,2007-03-26,2008-11-05,"ouellette","CAN","QCASSNAT"
"guy ouellette","QC","chomedey","m","police","election",2008-12-08,2008,"NA","PLQ",39,2008-12-08,2012-08-01,"ouellette","CAN","QCASSNAT"
"guy ouellette","QC","chomedey","m","police","election",2012-09-04,2012,"NA","PLQ",40,2012-09-04,2014-03-05,"ouellette","CAN","QCASSNAT"
"guy ouellette","QC","chomedey","m","police","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"ouellette","CAN","QCASSNAT"
"guy ouellette","QC","chomedey","m","police","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"ouellette ; m. ouellette","CAN","QCASSNAT"
"francois ouimet","QC","marquette","m","law","election",1994-09-12,1994,"2018","PLQ",35,1994-09-12,1998-11-25,"ouimet","CAN","QCASSNAT"
"francois ouimet","QC","marquette","m","law","election",1998-11-30,1998,"2018","PLQ",36,1998-11-30,2003-02-12,"ouimet","CAN","QCASSNAT"
"francois ouimet","QC","marquette","m","law","election",2003-04-14,2003,"2018","PLQ",37,2003-04-14,2007-02-21,"ouimet","CAN","QCASSNAT"
"francois ouimet","QC","marquette","m","law","election",2007-03-26,2007,"2018","PLQ",38,2007-03-26,2008-11-05,"ouimet","CAN","QCASSNAT"
"francois ouimet","QC","marquette","m","law","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"ouimet","CAN","QCASSNAT"
"francois ouimet","QC","marquette","m","law","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,NA,"CAN","QCASSNAT"
"francois ouimet","QC","marquette","m","law","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"gilles ouimet","QC","fabre","m","law","election",2012-09-04,2012,"2015","PLQ",40,2012-09-04,2014-03-05,NA,"CAN","QCASSNAT"
"gilles ouimet","QC","fabre","m","law","election",2014-04-07,2014,"2015","PLQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"sylvain page","QC","labelle","m","business","byelection",1998-11-30,1998,"2018","PQ",36,1998-11-30,2003-02-12,"page","CAN","QCASSNAT"
"sylvain page","QC","labelle","m","business","election",2003-04-14,2003,"2018","PQ",37,2003-04-14,2007-02-21,"page","CAN","QCASSNAT"
"sylvain page","QC","labelle","m","business","election",2007-03-26,2007,"2018","PQ",38,2007-03-26,2008-11-05,"page","CAN","QCASSNAT"
"sylvain page","QC","labelle","m","business","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"page","CAN","QCASSNAT"
"sylvain page","QC","labelle","m","business","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"page","CAN","QCASSNAT"
"sylvain page","QC","labelle","m","business","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"page","CAN","QCASSNAT"
"daniel paille","QC","prevost","m","business","election",1994-09-12,1994,"1996","PQ",35,1994-09-12,1998-11-25,"paille","CAN","QCASSNAT"
"lucie papineau","QC","prevost","f","business","byelection",1994-09-12,1994,"2007","PQ",35,1994-09-12,1998-11-25,"papineau","CAN","QCASSNAT"
"lucie papineau","QC","prevost","f","business","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"papineau","CAN","QCASSNAT"
"lucie papineau","QC","prevost","f","business","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"papineau","CAN","QCASSNAT"
"alain paquet","QC","lavaldesrapides","m","business","election",2003-04-14,2003,"2012","PLQ",37,2003-04-14,2007-02-21,"paquet","CAN","QCASSNAT"
"alain paquet","QC","lavaldesrapides","m","business","election",2007-03-26,2007,"2012","PLQ",38,2007-03-26,2008-11-05,"paquet","CAN","QCASSNAT"
"alain paquet","QC","lavaldesrapides","m","business","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"paquet","CAN","QCASSNAT"
"jeanpierre paquin","QC","saintjean","m","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"paquin","CAN","QCASSNAT"
"roger paquin","QC","saintjean","m","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"paquin","CAN","QCASSNAT"
"roger paquin","QC","saintjean","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"paquin","CAN","QCASSNAT"
"francois paradis","QC","levis","m","journalism","byelection",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"paradis","CAN","QCASSNAT"
"francois paradis","QC","levis","m","journalism","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"paradis ; m. paradis ; m.paradis","CAN","QCASSNAT"
"pierre paradis","QC","bromemissisquoi","m","law","election",1994-09-12,1994,"2018","PLQ",35,1994-09-12,1998-11-25,"paradis","CAN","QCASSNAT"
"pierre paradis","QC","bromemissisquoi","m","law","election",1998-11-30,1998,"2018","PLQ",36,1998-11-30,2003-02-12,"paradis","CAN","QCASSNAT"
"pierre paradis","QC","bromemissisquoi","m","law","election",2003-04-14,2003,"2018","PLQ",37,2003-04-14,2007-02-21,"paradis","CAN","QCASSNAT"
"pierre paradis","QC","bromemissisquoi","m","law","election",2007-03-26,2007,"2018","PLQ",38,2007-03-26,2008-11-05,"paradis","CAN","QCASSNAT"
"pierre paradis","QC","bromemissisquoi","m","law","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"paradis","CAN","QCASSNAT"
"pierre paradis","QC","bromemissisquoi","m","law","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"paradis","CAN","QCASSNAT"
"pierre paradis","QC","bromemissisquoi","m","law","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"jeanguy pare","QC","lotbiniere","m","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"pare","CAN","QCASSNAT"
"jeanguy pare","QC","lotbiniere","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"pare","CAN","QCASSNAT"
"marcel parent","QC","sauve","m","business","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"parent","CAN","QCASSNAT"
"jacques parizeau","QC","lassomption","m","business","election",1994-09-12,1994,"1996","PQ",35,1994-09-12,1998-11-25,"parizeau","CAN","QCASSNAT"
"david payne","QC","vachon","m","business","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"payne","CAN","QCASSNAT"
"david payne","QC","vachon","m","business","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"payne","CAN","QCASSNAT"
"pierre peladeau","QC","saintjerome","m","business","election",2014-04-07,2014,"2016","PQ",41,2014-04-07,2018-08-23,"peladeau","CAN","QCASSNAT"
"benoit pelletier","QC","chapleau","m","law","election",1998-11-30,1998,"2008","PLQ",36,1998-11-30,2003-02-12,NA,"CAN","QCASSNAT"
"benoit pelletier","QC","chapleau","m","law","election",2003-04-14,2003,"2008","PLQ",37,2003-04-14,2007-02-21,"pelletier","CAN","QCASSNAT"
"benoit pelletier","QC","chapleau","m","law","election",2007-03-26,2007,"2008","PLQ",38,2007-03-26,2008-11-05,NA,"CAN","QCASSNAT"
"emilien pelletier","QC","sainthyacinthe","m","business","election",2008-12-08,2008,"2014","PQ",39,2008-12-08,2012-08-01,NA,"CAN","QCASSNAT"
"emilien pelletier","QC","sainthyacinthe","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,NA,"CAN","QCASSNAT"
"irvin pelletier","QC","rimouski","m","business","election",2007-03-26,2007,"2014","PQ",38,2007-03-26,2008-11-05,NA,"CAN","QCASSNAT"
"irvin pelletier","QC","rimouski","m","business","election",2008-12-08,2008,"2014","PQ",39,2008-12-08,2012-08-01,NA,"CAN","QCASSNAT"
